Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
675c5e5bc965b9dca5179205,66569098a6bf70f056e8f1d0,APPROVED,Not Applicable,2024-12-13T16:18:43.386000Z,2024-12-13T17:14:41.213000Z,2024-12-16T13:23:18.410000Z,2024-12-13T17:15:08.070948Z,3358.0,CJFYZJY7,40,57,Female,White,United States,United States,United States,English,No,Full-Time
675c5e911594422101c172bc,5f173b90cea174080152310b,APPROVED,Not Applicable,2024-12-13T16:19:43.749000Z,2024-12-13T17:12:43.562000Z,2024-12-16T13:23:18.788000Z,2024-12-13T17:13:57.455031Z,3180.0,CJFYZJY7,441,23,Female,Other,Mexico,United States,Mexico,Spanish,No,Unemployed (and job seeking)
675c5eea736e234a88dd6d5f,645d518949b0639658176654,APPROVED,Not Applicable,2024-12-13T16:21:05.367000Z,2024-12-13T17:17:40.679000Z,2024-12-16T13:23:13.608000Z,2024-12-13T17:17:41.466528Z,3396.0,CJFYZJY7,2117,28,Male,Mixed,United States,United States,United States,English,No,DATA_EXPIRED
675c5f43e838fd6c00a3491a,65c69497ab503bf918ddd5b7,APPROVED,Not Applicable,2024-12-13T16:24:55.155000Z,2024-12-13T17:29:40.345000Z,2024-12-16T13:23:13.977000Z,2024-12-13T17:29:40.971068Z,3886.0,CJFYZJY7,551,58,Male,Black,Ghana,United States,United States,English,No,Full-Time
675c5f4c3f628386e01d4944,67531970c419c840f6f6219b,RETURNED,Not Applicable,2024-12-13T16:22:46.670000Z,,,2025-04-11T13:48:17.382767Z,,,25,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
675c5f7c0b964df2ab4175d6,662942b6455e11154cbb3ce0,APPROVED,Not Applicable,2024-12-13T16:23:31.155000Z,2024-12-13T17:19:24.488000Z,2024-12-16T13:23:19.170000Z,2024-12-13T17:19:25.318518Z,3354.0,CJFYZJY7,327,41,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
675c5fef696874c0a4b898d1,66a557d079b15419fd0f9255,APPROVED,Not Applicable,2024-12-13T16:25:30.239000Z,2024-12-13T17:42:01.857000Z,2024-12-16T13:23:14.361000Z,2024-12-13T17:42:02.639053Z,4592.0,CJFYZJY7,348,34,Male,White,United States,United States,United States,English,No,Full-Time
675c600befcb7a9abb3e0824,6738a06c67761a8cb1469648,RETURNED,Not Applicable,2024-12-13T16:25:58.170000Z,,,2025-04-11T13:48:17.271085Z,,,32,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
675c603cc58fd0321ef3a93c,6662b0fef3be060d78148764,RETURNED,Not Applicable,2024-12-13T16:27:23.641000Z,,,2025-04-11T13:48:17.292017Z,,,272,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
675c6046f86a4a954623428d,671432260f5b80d8188b2fe1,APPROVED,Not Applicable,2024-12-13T16:27:20.839000Z,2024-12-13T18:04:31.172000Z,2024-12-16T13:23:14.744000Z,2024-12-13T18:04:32.140725Z,5831.0,CJFYZJY7,31,23,Male,Black,Ghana,United States,Ghana,English,Yes,DATA_EXPIRED
675c61fe9914d62e33c3ad39,664446cda39cd17787c271da,APPROVED,Not Applicable,2024-12-13T16:36:51.714000Z,2024-12-13T18:28:46.104000Z,2024-12-16T13:23:15.142000Z,2024-12-13T18:28:47.290441Z,6715.0,CJFYZJY7,496,41,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
675c686f0a40cc93d6d74630,675192c18afed9c8797f96a2,RETURNED,Not Applicable,2024-12-13T17:12:00.053000Z,,,2025-04-11T13:48:17.285453Z,,,141,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
675c6ae9ed3291324297278f,6728e9f22f76d709508acf02,APPROVED,Not Applicable,2024-12-13T17:12:30.658000Z,2024-12-13T19:04:39.402000Z,2024-12-16T13:23:15.689000Z,2024-12-13T20:34:40.070244Z,6729.0,NOCODE,92,35,Male,Black,Nigeria,United States,Nigeria,English,DATA_EXPIRED,DATA_EXPIRED
67605f90e1626766c448e353,675edf24452fd3015aaee4dc,APPROVED,Not Applicable,2024-12-16T17:13:22.370000Z,2024-12-16T18:44:30.264000Z,2024-12-18T17:21:24.799000Z,2024-12-16T18:45:47.610278Z,5468.0,CJFYZJY7,11,34,Male,Black,DATA_EXPIRED,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
67606166645968c362ed44a5,675b1e5ccc5e27bebe6ea4cb,TIMED-OUT,Not Applicable,2024-12-16T17:20:58.036000Z,,,2025-04-11T13:48:17.287601Z,10009640.0,,95,23,Male,Mixed,Ghana,United States,United States,English,Yes,Part-Time
676062528c6639231230c77e,66885d217777eda6f3a9b8dd,APPROVED,Not Applicable,2024-12-16T17:24:38.455000Z,2024-12-16T18:12:11.963000Z,2024-12-18T17:21:25.514000Z,2024-12-16T18:13:29.837609Z,2854.0,CJFYZJY7,560,31,Male,White,United States,United States,United States,English,No,Full-Time
67606264452d6e2173630d60,675bead4e4f525677a43a27a,APPROVED,Not Applicable,2024-12-16T17:24:59.449000Z,2024-12-16T18:22:23.628000Z,2024-12-18T17:21:26.365000Z,2024-12-16T18:22:47.152984Z,3445.0,CJFYZJY7,6,25,Male,Black,Nigeria,United States,United States,English,DATA_EXPIRED,Full-Time
67606299fc8d195af1c9881a,675e2dcfc5f6f26462a7ea45,RETURNED,Not Applicable,2024-12-16T17:25:58.629000Z,,,2025-04-11T13:48:17.312458Z,,,16,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
676062bd0e0f3bfb9669d8ef,5ddb5ed4a64380abb2907440,APPROVED,Not Applicable,2024-12-16T17:26:21.611000Z,2024-12-16T18:15:01.602000Z,2024-12-18T17:21:36.010000Z,2024-12-16T18:15:37.674286Z,2920.0,CJFYZJY7,2211,29,Female,Black,United States,United States,United States,English,Yes,Full-Time
